ProdNbr_c,Commodity_c,FunctionDesignation_c,ProdName_c,ProdNetWeight_n,ProdNetWeightNbr_n,ManId_c,ManDesignation_c,MC_n,ManStatus_c,ROHSStatus_c,SolderingProcess_c,MaxSolderingTemp_n,ASGId_n,LeadTime_n,LeadTimewithForecast_n,SupplierManufacturingRisk_n,SupplierAggregatedRisk_n,CommercialAggregatedRisk_n,TechnicalAggregatedRisk_n,RecoveryTimeweeks_n,Rampuptimetofullproductionfromfirstdeliveryweeks_n,MRPVol_n,AvgPriceLatestYearUSD_n,Volume_n,target_c
423,6,345,9,5055403.0,100000.0,32,190,1,1,1,0,0,18167.0,75.0,10.0,4.0,2.0,2.0,2.0,8.0,2.0,0,15.7005,225.0,2
424,6,353,9,7446171.0,100000.0,32,191,1,1,1,0,0,18167.0,0,0,4.0,2.0,2.0,2.0,8.0,2.0,0,23.24022,225.0,2
425,3,343,9,3334223.0,100000.0,32,198,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,9915.0,20.8,2.0,2
426,7,360,9,99067.0,1000.0,73,733,0,1,1,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,2
427,6,381,9,10138.0,1000.0,61,694,0,1,1,0,0,96.0,0,0,0,0,0,0,0,0,5488.0,2.2425200000000003,0,3
427,6,381,9,10138.0,1000.0,7,334,1,1,1,0,0,9422.0,49.0,25.0,3.0,2.0,2.0,2.0,11.0,3.0,5488.0,2.2425200000000003,8740.0,3
428,6,384,9,16912437.0,1000000.0,7,326,1,1,1,0,0,9422.0,50.0,25.0,3.0,2.0,2.0,2.0,11.0,3.0,17.0,3.8145,480.0,3
429,6,12,9,0,0,54,475,1,1,1,0,0,402.0,0,0,0,0,0,0,0,0,0,0,0,4
429,6,12,9,0,0,6,472,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
430,2,14,9,0,0,54,474,1,1,1,0,0,402.0,0,0,0,0,0,0,0,0,0,0,0,4
430,2,14,9,0,0,6,473,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
431,6,13,9,0,0,54,476,1,1,1,0,0,402.0,0,0,0,0,0,0,0,0,0,0,0,4
431,6,13,9,0,0,6,657,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
432,6,16,9,4015.0,100.0,54,466,1,1,1,0,0,402.0,0,0,0,0,0,0,0,0,0,0,0,4
433,5,15,9,4235.0,100.0,54,465,1,1,1,0,0,402.0,0,0,0,0,0,0,0,0,0,0,0,4
434,6,385,9,1698.0,100.0,22,217,1,1,1,0,0,20668.0,35.0,10.0,4.0,1.0,0,1.0,6.0,3.0,0,0,0,3
435,6,110,9,0,0,54,470,1,1,1,0,0,402.0,0,0,0,0,0,0,0,0,0,1.88958,0,4
435,6,110,9,0,0,51,512,0,1,1,0,0,2941.0,0,0,3.0,1.0,1.0,1.0,10.0,2.0,0,1.88958,100.0,4
435,6,110,9,0,0,6,468,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.88958,0,4
436,6,101,9,609715.0,10000.0,54,471,1,1,1,0,0,402.0,0,0,0,0,0,0,0,0,0,0,0,2
436,6,101,9,609715.0,10000.0,51,513,1,1,1,0,0,2941.0,40.0,8.0,3.0,1.0,0,1.0,10.0,2.0,0,0,0,2
436,6,101,9,609715.0,10000.0,6,469,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
437,6,385,9,177.0,10.0,52,697,1,1,1,0,0,96.0,40.0,10.0,4.0,2.0,2.0,2.0,8.0,3.0,249.0,1.69218,501.0,3
437,6,385,9,177.0,10.0,52,696,4,1,1,0,0,96.0,0,0,0,0,0,0,0,0,249.0,1.69218,501.0,3
438,6,388,5,244333.0,10000.0,32,90,1,1,1,0,0,18167.0,0,0,4.0,2.0,0,2.0,8.0,2.0,0,0,0,3
439,6,422,9,1708968.0,100000.0,32,108,1,1,1,0,0,18167.0,40.0,10.0,3.0,2.0,0,1.0,8.0,2.0,21978.0,2.51248,0,1
439,6,422,9,1708968.0,100000.0,22,214,1,1,1,0,0,20668.0,0,0,0,0,0,0,0,0,21978.0,2.51248,16086.0,1
440,3,382,5,35.0,1.0,13,464,1,1,1,0,260.0,20726.0,40.0,15.0,2.0,2.0,2.0,2.0,10.0,8.0,4750.0,3.2,3151.0,4
441,6,388,5,2531998.0,100000.0,73,703,1,1,1,0,0,96.0,40.0,10.0,4.0,2.0,1.0,1.0,8.0,3.0,171761.0,2.11646,107668.0,2
441,6,388,5,2531998.0,100000.0,73,701,6,1,1,0,0,96.0,0,0,0,0,0,0,0,0,171761.0,2.11646,107668.0,2
441,6,388,5,2531998.0,100000.0,73,702,6,1,0,0,0,96.0,0,0,0,0,0,0,0,0,171761.0,2.11646,107668.0,2
441,6,388,5,2531998.0,100000.0,36,339,0,1,1,0,0,9422.0,0,0,0,0,0,0,0,0,171761.0,2.11646,0,2
441,6,388,5,2531998.0,100000.0,32,167,1,1,1,0,0,18167.0,56.0,10.0,3.0,2.0,1.0,1.0,8.0,2.0,171761.0,2.11646,161479.0,2
442,6,385,9,176.0,10.0,73,699,1,1,1,0,0,96.0,40.0,10.0,4.0,2.0,1.0,1.0,8.0,3.0,67998.0,2.29449,35360.0,2
442,6,385,9,176.0,10.0,73,597,6,1,1,0,0,96.0,0,0,0,0,0,0,0,0,67998.0,2.29449,35360.0,2
442,6,385,9,176.0,10.0,73,698,6,1,1,0,0,96.0,0,0,0,0,0,0,0,0,67998.0,2.29449,35360.0,2
442,6,385,9,176.0,10.0,32,77,1,1,1,0,0,18167.0,0,0,3.0,2.0,1.0,1.0,8.0,2.0,67998.0,2.29449,8840.0,2
443,6,338,9,88359.0,10000.0,32,143,1,1,1,0,0,18167.0,40.0,10.0,4.0,2.0,2.0,2.0,8.0,4.0,0,3.79313,270.0,2
444,6,398,21,10623.0,1000.0,47,28,1,1,1,0,0,418.0,20.0,10.0,4.0,4.0,1.0,1.0,26.0,6.0,289827.0,0.67145,190519.0,3
444,6,398,21,10623.0,1000.0,71,124,1,1,1,0,0,20668.0,35.0,10.0,4.0,1.0,1.0,1.0,6.0,3.0,289827.0,0.67145,176719.0,3
445,6,428,9,7448.0,1000.0,9,321,1,1,1,1,260.0,418.0,15.0,10.0,4.0,4.0,4.0,1.0,26.0,6.0,145817.0,0.53009,170471.0,3
445,6,428,9,7448.0,1000.0,11,320,6,1,1,0,0,418.0,0,0,0,0,0,0,0,0,145817.0,0.53009,170471.0,3
445,6,428,9,7448.0,1000.0,71,125,1,1,1,1,260.0,20668.0,35.0,10.0,4.0,1.0,4.0,1.0,6.0,3.0,145817.0,0.53009,0,3
446,6,6,9,183001618.0,10000000.0,11,27,1,1,1,0,0,418.0,0,0,4.0,4.0,4.0,1.0,26.0,8.0,0,0.8692,1800.0,4
446,6,6,9,183001618.0,10000000.0,11,26,6,1,1,0,0,418.0,0,0,0,0,0,0,0,0,0,0.8692,1800.0,4
446,6,6,9,183001618.0,10000000.0,71,123,1,1,1,1,260.0,20668.0,0,0,0,0,0,0,0,0,0,0.8692,0,4
447,6,52,9,183963.0,10000.0,11,38,1,1,1,0,0,418.0,0,0,4.0,4.0,0,1.0,26.0,26.0,2560.0,0,0,2
447,6,52,9,183963.0,10000.0,71,126,1,1,1,0,0,20668.0,0,0,4.0,1.0,0,1.0,6.0,3.0,2560.0,0,0,2
448,3,38,9,53847.0,1000.0,57,658,1,1,1,0,0,75.0,20.0,5.0,4.0,4.0,0,1.0,26.0,4.0,0,0,0,3
448,3,38,9,53847.0,1000.0,32,158,1,1,1,0,0,18167.0,99.0,10.0,2.0,2.0,0,1.0,8.0,2.0,0,0,0,3
449,11,38,9,0,0,32,67,6,1,0,0,0,18167.0,0,0,0,0,0,0,0,0,0,0,0,4
450,11,40,9,176648366.0,1000000.0,32,170,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,4.0,2.0,0,0,0,4
451,11,39,9,1811625058.0,10000000.0,32,169,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,4.0,2.0,0,0,0,4
452,4,41,9,74775033.0,1000000.0,32,195,1,1,1,0,0,18167.0,100.0,10.0,2.0,2.0,2.0,2.0,8.0,2.0,1348.0,9.963280000000001,1.0,2
453,11,43,9,52788464.0,10000000.0,32,248,1,1,1,0,0,18167.0,0,0,4.0,2.0,2.0,2.0,8.0,2.0,0,0,0,3
454,11,44,9,71393782.0,10000000.0,32,249,1,1,1,0,0,18167.0,0,0,4.0,2.0,2.0,2.0,8.0,2.0,0,0,0,3
455,11,45,9,141471973.0,10000000.0,32,250,1,1,1,0,0,18167.0,0,0,4.0,2.0,2.0,2.0,8.0,2.0,0,0,0,3
456,11,46,9,159172048.0,10000000.0,32,22,1,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,0,0,0,3
457,6,4,18,15.0,1.0,9,319,1,1,1,0,0,418.0,30.0,20.0,4.0,4.0,4.0,4.0,26.0,6.0,132.0,1.77773,600.0,3
458,6,10,18,12.0,1.0,9,318,1,1,1,0,0,418.0,30.0,20.0,4.0,4.0,4.0,4.0,26.0,6.0,120.0,1.77773,600.0,3
458,6,10,18,12.0,1.0,11,317,6,1,1,0,0,418.0,0,0,0,0,0,0,0,0,120.0,1.77773,600.0,3
459,10,66,8,1.0,1.0,54,683,1,1,0,0,0,402.0,0,0,0,0,0,0,0,0,0,0,0,4
460,6,124,1,200.0,1.0,54,684,1,1,0,0,0,402.0,0,0,0,0,0,0,0,0,100.0,0,0,4
460,6,124,1,200.0,1.0,51,684,1,1,0,0,0,2941.0,0,0,3.0,1.0,0,1.0,10.0,2.0,100.0,0,0,4
